Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume XMR,Volume USD
1528675200,11/06/2018,XMRUSD,140.28,141,135.17,137.56,6782.78,933012.27
1528588800,10/06/2018,XMRUSD,154.65,154.87,133.06,140.28,29018.28,4157984.43
1528502400,09/06/2018,XMRUSD,158.25,160.01,154.58,154.65,20684.7,3270066.43
1528416000,08/06/2018,XMRUSD,164.23,165.33,157.2,158.25,20580.41,3304829.1
1528329600,07/06/2018,XMRUSD,164.25,171,163.02,164.23,24194.08,4044497.29
1528243200,06/06/2018,XMRUSD,167.13,168.05,161.6,164.25,22100.87,3647802.8
1528156800,05/06/2018,XMRUSD,160.39,169.69,158,167.13,19975.04,3270942.96
1528070400,04/06/2018,XMRUSD,169.05,170.72,158.1,160.39,19500.14,3181797.35
1527984000,03/06/2018,XMRUSD,162.18,177.27,162.1,169.05,13723.87,2330548.13
1527897600,02/06/2018,XMRUSD,157.82,168.09,156.63,162.18,12963.47,2104446.75
1527811200,01/06/2018,XMRUSD,155.78,159.04,153.37,157.82,12738.04,1989767.87
1527724800,31/05/2018,XMRUSD,155.33,159.21,154.6,155.78,15832.41,2483509.56
1527638400,30/05/2018,XMRUSD,157.92,161.96,153.38,155.33,16676.18,2616212.27
1527552000,29/05/2018,XMRUSD,149.97,167.87,148.02,157.92,15162.67,2366825.21
1527465600,28/05/2018,XMRUSD,166.91,169.29,149.67,149.97,17194.21,2741668.8
1527379200,27/05/2018,XMRUSD,165.39,171,162,166.91,12614.42,2077150.31
1527292800,26/05/2018,XMRUSD,165.58,169.24,163.37,165.39,13364.35,2220252.11
1527206400,25/05/2018,XMRUSD,171.7,174.26,163,165.58,14798.91,2474564.79
1527120000,24/05/2018,XMRUSD,171.18,178.13,162.15,171.7,13005.12,2209506.03
1527033600,23/05/2018,XMRUSD,176.06,180.3,167.67,171.18,14251.27,2480581.27
1526947200,22/05/2018,XMRUSD,199.05,199.11,175.96,176.06,12612.8,2365539.49
1526860800,21/05/2018,XMRUSD,203.4,204.26,194.76,199.05,8871.53,1766670.35
1526774400,20/05/2018,XMRUSD,197.16,205.07,196.25,203.4,8758.46,1755239.33
1526688000,19/05/2018,XMRUSD,203.9,204.31,196.5,197.16,7431.9,1479847.84
1526601600,18/05/2018,XMRUSD,190.92,212.5,186.46,203.9,12266.72,2368721.6
1526515200,17/05/2018,XMRUSD,198.65,203.73,190.92,190.92,14516.22,2891785.6
1526428800,16/05/2018,XMRUSD,203.64,204.12,192.49,198.65,13709.39,2708083.36
1526342400,15/05/2018,XMRUSD,213.38,218,201.29,203.64,12026.58,2534849.77
1526256000,14/05/2018,XMRUSD,208.58,219.59,197.06,213.38,15953.06,3328998.15
1526169600,13/05/2018,XMRUSD,202.49,213.35,202.04,208.58,10966.37,2282849.9
1526083200,12/05/2018,XMRUSD,198.34,206.73,192,202.49,13885.08,2767941.61
1525996800,11/05/2018,XMRUSD,217.17,217.37,197.37,198.34,16258.02,3357339.49
1525910400,10/05/2018,XMRUSD,227.04,233.92,217.07,217.17,11819.38,2681980.68
1525824000,09/05/2018,XMRUSD,223.52,233.49,215.09,227.04,12635.68,2831358.98
1525737600,08/05/2018,XMRUSD,233.43,234.96,220,223.52,11459.76,2593385.37
1525651200,07/05/2018,XMRUSD,235.02,236.03,221.34,233.43,11772.9,2680747.94
1525564800,06/05/2018,XMRUSD,241.77,242.84,230.78,235.02,11697.97,2762918.51
1525478400,05/05/2018,XMRUSD,241.18,245.51,239.42,241.77,15147.12,3679383.02
1525392000,04/05/2018,XMRUSD,246.06,248.29,235.68,241.18,13092.23,3177893.28
1525305600,03/05/2018,XMRUSD,249.71,260.56,241.8,246.06,15218.37,3778962.39
1525219200,02/05/2018,XMRUSD,239.6,253.93,238.47,249.71,13765.18,3385381.46
1525132800,01/05/2018,XMRUSD,241.32,242.41,228.48,239.6,11385.48,2682210.57
1525046400,30/04/2018,XMRUSD,256.36,260.62,239,241.32,16867.11,4196019.74
1524960000,29/04/2018,XMRUSD,261.65,264.1,243.21,256.36,13529.56,3418430.97
1524873600,28/04/2018,XMRUSD,252.92,265.56,250.82,261.65,11769.87,3020186.95
1524787200,27/04/2018,XMRUSD,267.68,268.77,252.09,252.92,10628.38,2769708.93
1524700800,26/04/2018,XMRUSD,259.37,279.05,251.42,267.68,15606.97,4134596.13
1524614400,25/04/2018,XMRUSD,293.88,294.21,246.57,259.37,15421.15,4141667.8
1524528000,24/04/2018,XMRUSD,288.73,300.68,283.77,293.88,14985.41,4402723.23
1524441600,23/04/2018,XMRUSD,276.34,292.94,275.61,288.73,11324.66,3244216.29
1524355200,22/04/2018,XMRUSD,261.51,289.39,252.55,276.34,12422.23,3370970.2
1524268800,21/04/2018,XMRUSD,276.5,276.65,241.96,261.51,12248.08,3193344.43
1524182400,20/04/2018,XMRUSD,243.9,276.79,242.67,276.5,15457.38,3948152.77
1524096000,19/04/2018,XMRUSD,233.4,244.03,231.08,243.9,11703.71,2789932.89
1524009600,18/04/2018,XMRUSD,201.33,239.87,200.33,233.4,15146.85,3410116.13
1523923200,17/04/2018,XMRUSD,199.75,208.23,198.57,201.33,12597.48,2558056.8
1523836800,16/04/2018,XMRUSD,205,207.66,193.23,199.75,14314.21,2850505.46
1523750400,15/04/2018,XMRUSD,195.33,209.62,195.08,205,13180.59,2666293.33
1523664000,14/04/2018,XMRUSD,194.05,201.84,192.32,195.33,12772.77,2511263.99
1523577600,13/04/2018,XMRUSD,198.24,207.55,190.25,194.05,13612.46,2698254.37
1523491200,12/04/2018,XMRUSD,172.94,198.96,170.01,198.24,13596.31,2486763.9
1523404800,11/04/2018,XMRUSD,170.88,173.33,168.18,172.94,14463.08,2466405.88
1523318400,10/04/2018,XMRUSD,171.9,172.78,168.78,170.88,13384.17,2283438.72
1523232000,09/04/2018,XMRUSD,178.03,183.9,168.41,171.9,12126.19,2136905.66
1523145600,08/04/2018,XMRUSD,175.01,179.26,173,178.03,13200.35,2321886.02
1523059200,07/04/2018,XMRUSD,166.8,177.79,166.8,175.01,12190.13,2122060.85
1522972800,06/04/2018,XMRUSD,177.12,180.37,164.25,166.8,12676,2183601.9
1522886400,05/04/2018,XMRUSD,176.54,181.11,170.86,177.12,12459.82,2207269.38
1522800000,04/04/2018,XMRUSD,194.2,194.48,175.09,176.54,13836.31,2542098.99
1522713600,03/04/2018,XMRUSD,182.43,195.57,181.83,194.2,12741.11,2419875.25
1522627200,02/04/2018,XMRUSD,181.55,187.33,179.22,182.43,13569.22,2493635.56
1522540800,01/04/2018,XMRUSD,185.04,187.91,171.11,181.55,14844.94,2685766.37
1522454400,31/03/2018,XMRUSD,178.25,186.99,175.56,185.04,12371.56,2259218.16
1522368000,30/03/2018,XMRUSD,181.89,187.36,171.57,178.25,13237.4,2362306.08
1522281600,29/03/2018,XMRUSD,202.16,204.29,181.84,181.89,14969.06,2853707.25
1522195200,28/03/2018,XMRUSD,191.45,204.12,188.88,202.16,11462.87,2253475.72
1522108800,27/03/2018,XMRUSD,200.05,201.85,187.67,191.45,13578.45,2628361.36
1522022400,26/03/2018,XMRUSD,216.07,217.25,191.33,200.05,13186.58,2660376.27
1521936000,25/03/2018,XMRUSD,211.47,218.7,205.62,216.07,11765.1,2480931.09
1521849600,24/03/2018,XMRUSD,220.4,220.82,211,211.47,11838.76,2573232.79
1521763200,23/03/2018,XMRUSD,217.1,221.03,203.72,220.4,12198.19,2580298.44
1521676800,22/03/2018,XMRUSD,222.73,228.24,208.88,217.1,12295.94,2686862.01
1521590400,21/03/2018,XMRUSD,228.93,243,220.07,222.73,11117.93,2590916.66
1521504000,20/03/2018,XMRUSD,223.7,239.93,211.35,228.93,11497.36,2559967.99
1521417600,19/03/2018,XMRUSD,217.29,227.24,208.85,223.7,12856.76,2805751.84
1521331200,18/03/2018,XMRUSD,203.97,217.71,185.75,217.29,13634.43,2677726.8
1521244800,17/03/2018,XMRUSD,220.5,222.12,201.31,203.97,12279.47,2602002.16
1521158400,16/03/2018,XMRUSD,215.96,228.4,207.19,220.5,11617,2519886.72
1521072000,15/03/2018,XMRUSD,224.62,235.89,207.81,215.96,12421.89,2740767.16
1520985600,14/03/2018,XMRUSD,252.61,256.95,220.83,224.62,13440.42,3226203.75
1520899200,13/03/2018,XMRUSD,263.35,268.34,249.6,252.61,10110.15,2611231.25
1520812800,12/03/2018,XMRUSD,283.19,288.93,254.52,263.35,9761.92,2675469.02
1520726400,11/03/2018,XMRUSD,260.36,289.71,255.38,283.19,10995.99,2976098.52
1520640000,10/03/2018,XMRUSD,294,303.49,260.17,260.36,9962.75,2836778.73
1520553600,09/03/2018,XMRUSD,284.44,296.03,256.65,294,13520.83,3695286.97
1520467200,08/03/2018,XMRUSD,349.82,349.97,283.85,284.44,9275.78,2920537.68
1520380800,07/03/2018,XMRUSD,350.96,371.01,333.04,349.82,10599.29,3732832.28
1520294400,06/03/2018,XMRUSD,377.91,377.91,342.86,350.96,9681.06,3479363.53
1520208000,05/03/2018,XMRUSD,372.69,384.51,359,377.91,8314.58,3099332.53
1520121600,04/03/2018,XMRUSD,356.57,373,341.68,372.69,9106.66,3244003.86
1520035200,03/03/2018,XMRUSD,348.9,376.99,346.93,356.57,9890.67,3569554.68
1519948800,02/03/2018,XMRUSD,316.65,356.5,314.72,348.9,11360.62,3766618.29
1519862400,01/03/2018,XMRUSD,290.18,318.48,286.69,316.65,9243.69,2780442.1
1519776000,28/02/2018,XMRUSD,303.23,307.22,288.98,290.18,8936.49,2661259.57
1519689600,27/02/2018,XMRUSD,293,308.12,286.53,303.23,8621.74,2589661.19
1519603200,26/02/2018,XMRUSD,282.03,299.86,271.8,293,9963.61,2849633.76
1519516800,25/02/2018,XMRUSD,275.22,286.19,267.07,282.03,7777.97,2147577.33
1519430400,24/02/2018,XMRUSD,287.48,295.59,268.5,275.22,8708.69,2440313.32
1519344000,23/02/2018,XMRUSD,281.64,303.21,267.63,287.48,9625.43,2730107.1
1519257600,22/02/2018,XMRUSD,323.36,327.99,281.26,281.64,10402.83,3149436.53
1519171200,21/02/2018,XMRUSD,311.36,338.74,292.81,323.36,11958.18,3760781.82
1519084800,20/02/2018,XMRUSD,318.02,326.66,310.99,311.36,9689.11,3095579.33
1518998400,19/02/2018,XMRUSD,298.5,319.95,297.91,318.02,7913.35,2463424.87
1518912000,18/02/2018,XMRUSD,321.68,323.54,289.28,298.5,10077.45,3092782.33
1518825600,17/02/2018,XMRUSD,293.28,333.69,290.53,321.68,11091.25,3513705.86
1518739200,16/02/2018,XMRUSD,299.34,300.91,277.32,293.28,8195.45,2368681.95
1518652800,15/02/2018,XMRUSD,274.44,302.41,263.81,299.34,7943.3,2206957.12
1518566400,14/02/2018,XMRUSD,234.22,274.51,234.05,274.44,13341.98,3373071.97
1518480000,13/02/2018,XMRUSD,248.05,248.94,228.52,234.22,11737.7,2768102.81
1518393600,12/02/2018,XMRUSD,228.03,251.51,227.54,248.05,9829.23,2400114.4
1518307200,11/02/2018,XMRUSD,247.49,247.52,217.75,228.03,10407.74,2410508.61
1518220800,10/02/2018,XMRUSD,259.16,271.33,240.77,247.49,12521.21,3216405.47
1518134400,09/02/2018,XMRUSD,251.69,259.96,237.34,259.16,12116.64,2991880.57
1518048000,08/02/2018,XMRUSD,208.9,256.82,208.28,251.69,9225.61,2189748.46
1517961600,07/02/2018,XMRUSD,214.21,235,195.57,208.9,9215.07,1997984.57
1517875200,06/02/2018,XMRUSD,183.66,217.1,150.38,214.21,14759.95,2620632.47
1517788800,05/02/2018,XMRUSD,220.34,223.57,171.91,183.66,15654.11,3113667.33
1517702400,04/02/2018,XMRUSD,252.63,259.69,217.51,220.34,11209.7,2664691.62
1517616000,03/02/2018,XMRUSD,238.63,258.99,218.82,252.63,9942.52,2405946.35
1517529600,02/02/2018,XMRUSD,243.84,259.44,189.88,238.63,16693.01,3848974.01
1517443200,01/02/2018,XMRUSD,276.29,280.39,232.17,243.84,11554.35,2998292.23
1517356800,31/01/2018,XMRUSD,276.25,284.65,265.76,276.29,10795.46,2964474.18
1517270400,30/01/2018,XMRUSD,314.62,315.84,267.64,276.25,11984.83,3510938.55
1517184000,29/01/2018,XMRUSD,335.25,338.89,311,314.62,8568.14,2747803.68
1517097600,28/01/2018,XMRUSD,322.79,340.15,321.89,335.25,9423.64,3128046.12
1517011200,27/01/2018,XMRUSD,321.12,334.91,308.7,322.79,9868.83,3175929.98
1516924800,26/01/2018,XMRUSD,315.75,327.77,288.77,321.12,9509.57,2957750.98
1516838400,25/01/2018,XMRUSD,319.74,326.4,305.88,315.75,5434.84,1721180.69
1516752000,24/01/2018,XMRUSD,307.31,324.64,298.21,319.74,9512.37,2976006.3
1516665600,23/01/2018,XMRUSD,312.62,320.87,283.03,307.31,13608.25,4154375.33
1516579200,22/01/2018,XMRUSD,346.22,355.3,285.45,312.62,10914.07,3513236.36
1516492800,21/01/2018,XMRUSD,382.01,388.19,331.31,346.22,11114.86,3965889.8
1516406400,20/01/2018,XMRUSD,363.62,404.68,355.24,382.01,10547.6,4057046.36
1516320000,19/01/2018,XMRUSD,305.91,365.6,300.08,363.62,10182.43,3329380.55
1516233600,18/01/2018,XMRUSD,318.19,343.37,297.91,305.91,9566.83,3084258.4
1516147200,17/01/2018,XMRUSD,311.67,327.63,241.21,318.19,12756.18,3705834.42
1516060800,16/01/2018,XMRUSD,414.09,416.51,254.56,311.67,12745.46,4342771.5
1515974400,15/01/2018,XMRUSD,394.68,442.62,386.08,414.86,7113.61,2963759.57
1515888000,14/01/2018,XMRUSD,417.96,498,376.7,394.68,7907.82,3292758.13
1515801600,13/01/2018,XMRUSD,390.99,458.72,387.25,417.96,11165.51,4685220.07
1515715200,12/01/2018,XMRUSD,353.1,393.06,338.72,390.99,7571.61,2803340.9
1515628800,11/01/2018,XMRUSD,403.88,413.92,338.59,353.1,8675.38,3231002.86
1515542400,10/01/2018,XMRUSD,408.38,414.81,362.54,403.88,9009.8,3528837.76
1515456000,09/01/2018,XMRUSD,401.38,445.15,393.26,408.38,8008.55,3374642.08
1515369600,08/01/2018,XMRUSD,405.04,409.44,344.9,401.38,9738.42,3718249.88
1515283200,07/01/2018,XMRUSD,394.34,419.99,391.91,405.04,7410.26,3025536.61
1515196800,06/01/2018,XMRUSD,356.15,395.11,349.15,394.34,8541.19,3178197.64
1515110400,05/01/2018,XMRUSD,373.3,379.24,342.64,356.15,7937.19,2874032.4
1515024000,04/01/2018,XMRUSD,385.37,395.04,355.15,373.3,8786.77,3281055.89
1514937600,03/01/2018,XMRUSD,364.13,390.81,358.04,385.37,9412.97,3518562.34
1514851200,02/01/2018,XMRUSD,338.29,370.83,338.02,364.13,12470.3,4435202.25
1514764800,01/01/2018,XMRUSD,330.33,342.95,318.22,338.29,9510.34,3160331.05
1514678400,31/12/2017,XMRUSD,304.16,341.45,301.1,330.33,8500.42,2737359.28
1514592000,30/12/2017,XMRUSD,352.14,354.9,289.59,304.16,10325.81,3267365.51
1514505600,29/12/2017,XMRUSD,354.53,367.89,338.75,352.14,8342.36,2936050.43
1514419200,28/12/2017,XMRUSD,373.63,378.73,324.54,354.53,9200.61,3131647.36
1514332800,27/12/2017,XMRUSD,355.57,408.38,332.16,373.63,12903.81,4785970.57
1514246400,26/12/2017,XMRUSD,336.45,363.29,333.56,355.57,9276.5,3233224.28
1514160000,25/12/2017,XMRUSD,329.27,349.99,314.5,336.45,9055.24,3016491.82
1514073600,24/12/2017,XMRUSD,339.66,350.19,282.84,329.27,12012.83,3756418.27
1513987200,23/12/2017,XMRUSD,333.38,379.11,316.56,339.66,8605,3056390.23
1513900800,22/12/2017,XMRUSD,414.66,419.7,240,333.38,19515.35,6348500.36
1513814400,21/12/2017,XMRUSD,422.62,458.85,373.77,414.66,13561.52,5696167.04
1513728000,20/12/2017,XMRUSD,353.85,429.71,30,422.62,16179.27,6069260.59
1513641600,19/12/2017,XMRUSD,369.12,391.82,328.1,353.85,20952.14,7598087.81
1513555200,18/12/2017,XMRUSD,343.5,369.82,322.12,369.12,8490.32,2942164.19
1513468800,17/12/2017,XMRUSD,319.46,354,316.12,343.5,10546.94,3566015.08
1513382400,16/12/2017,XMRUSD,307.57,326.42,305,319.46,11285.34,3574655.38
1513296000,15/12/2017,XMRUSD,315.4,317.89,283.05,307.57,9831.87,2977888.98
1513209600,14/12/2017,XMRUSD,296.65,325,289.77,315.4,14648.24,4527345.91
1513123200,13/12/2017,XMRUSD,294.65,323.98,274.58,296.65,10991.04,3263792.4
1513036800,12/12/2017,XMRUSD,275.35,310,275,294.65,16119.29,4690664.15
1512950400,11/12/2017,XMRUSD,239.94,277.33,237.94,275.35,13162.09,3427635.92
1512864000,10/12/2017,XMRUSD,255.39,255.67,214.5,239.94,20304.3,4819542.62
1512777600,09/12/2017,XMRUSD,262.16,270,240.52,255.39,15943.34,4126711.48
